Noah; Williams; noah.williams@travel-sabre.com; ORD; SLC; UA; 521; Business; oneWay; 2014-01-02; 
Ethan; White; ethan.white@travel-sabre.com; POA; GRU; AM; 6108; Business; oneWay; 2013-02-21; 
Ethan; White; ethan.white@travel-sabre.com; ATL; IAH; NZ; 6336; First; roundTrip; 2013-03-03; 2013-03-08
Ethan; White; ethan.white@travel-sabre.com; ORD; TPA; QR; 3049; Economy; oneWay; 2013-03-14; 
Ethan; White; ethan.white@travel-sabre.com; TPA; ORD; QR; 9403; Economy; oneWay; 2013-03-18; 
Ethan; White; ethan.white@travel-sabre.com; LAX; DTW; AM; 4021; Premium Economy; roundTrip; 2013-03-26; 2013-04-01
Ethan; White; ethan.white@travel-sabre.com; LHR; YYZ; OS; 8287; Premium Economy; oneWay; 2013-04-07; 
Ethan; White; ethan.white@travel-sabre.com; YYZ; LHR; OS; 7828; Premium Economy; oneWay; 2013-04-10; 
Ethan; White; ethan.white@travel-sabre.com; GRU; POA; LH; 7366; Business; roundTrip; 2013-04-20; 2013-04-24
Ethan; White; ethan.white@travel-sabre.com; ATL; BNA; DL; 1412; Premium Economy; roundTrip; 2013-05-01; 2013-05-09
Ethan; White; ethan.white@travel-sabre.com; DFW; ATL; DL; 1954; First; roundTrip; 2013-05-14; 2013-05-17
Ethan; White; ethan.white@travel-sabre.com; ORD; SDF; UA; 4680; Premium Economy; oneWay; 2013-05-26; 
Ethan; White; ethan.white@travel-sabre.com; SDF; ORD; UA; 0864; Premium Economy; oneWay; 2013-05-29; 
Ethan; White; ethan.white@travel-sabre.com; ATL; MIA; VA; 6523; Economy; oneWay; 2013-06-06; 
Ethan; White; ethan.white@travel-sabre.com; MIA; ATL; VA; 3256; Economy; oneWay; 2013-06-13; 
Ethan; White; ethan.white@travel-sabre.com; MEL; WLG; VA; 7522; Economy; oneWay; 2013-06-19; 
Ethan; White; ethan.white@travel-sabre.com; WLG; MEL; VA; 2257; Economy; oneWay; 2013-06-24; 
Ethan; White; ethan.white@travel-sabre.com; DXB; ACC; QR; 8787; Premium Economy; oneWay; 2013-07-01; 
Ethan; White; ethan.white@travel-sabre.com; ACC; DXB; QR; 7878; Premium Economy; oneWay; 2013-07-04; 
Ethan; White; ethan.white@travel-sabre.com; HKG; LAX; CX; 882; Premium Economy; roundTrip; 2013-07-13; 2013-07-19
Ethan; White; ethan.white@travel-sabre.com; ATL; PIT; AM; 4221; Premium Economy; oneWay; 2013-07-24; 
Ethan; White; ethan.white@travel-sabre.com; PIT; ATL; AM; 1224; Premium Economy; oneWay; 2013-07-28; 
Ethan; White; ethan.white@travel-sabre.com; ORD; MKE; UA; 5559; Premium Economy; roundTrip; 2013-08-06; 2013-08-09
Ethan; White; ethan.white@travel-sabre.com; DXB; CAN; EK; 362; First; roundTrip; 2013-08-17; 2013-08-21
Ethan; White; ethan.white@travel-sabre.com; ATL; MIA; VS; 3065; First; roundTrip; 2013-08-30; 2013-09-02
Ethan; White; ethan.white@travel-sabre.com; LAX; DTW; DL; 2752; Business; oneWay; 2014-01-01; 
Ethan; White; ethan.white@travel-sabre.com; DTW; LAX; DL; 2572; Business; oneWay; 2014-01-07; 
Ethan; White; ethan.white@travel-sabre.com; LAX; DFW; QR; 4386; Premium Economy; roundTrip; 2014-01-13; 2014-01-16
Ethan; White; ethan.white@travel-sabre.com; LHR; EWR; UA; 941; Economy; oneWay; 2014-01-25; 
Ethan; White; ethan.white@travel-sabre.com; EWR; LHR; UA; 149; Economy; oneWay; 2014-02-01; 
Ethan; White; ethan.white@travel-sabre.com; GRU; GYN; AA; 7792; Premium Economy; roundTrip; 2014-02-06; 2014-02-13
Ethan; White; ethan.white@travel-sabre.com; JNB; LHR; TP; 6846; First; oneWay; 2014-02-18; 
Ethan; White; ethan.white@travel-sabre.com; LHR; JNB; TP; 6486; First; oneWay; 2014-02-23; 
Ethan; White; ethan.white@travel-sabre.com; HKG; PEK; KA; 904; First; oneWay; 2014-03-03; 
Ethan; White; ethan.white@travel-sabre.com; ATL; PBI; KE; 6995; Premium Economy; roundTrip; 2014-03-14; 2014-03-20
Ethan; White; ethan.white@travel-sabre.com; HKG; TPE; KA; 486; First; roundTrip; 2014-03-27; 2014-04-02
Ethan; White; ethan.white@travel-sabre.com; HKG; CKG; KA; 1420; First; roundTrip; 2014-04-08; 2014-04-12
Ethan; White; ethan.white@travel-sabre.com; LHR; IAH; EI; 8897; Business; roundTrip; 2014-04-20; 2014-04-28
Ethan; White; ethan.white@travel-sabre.com; ORD; SLC; VS; 4545; Premium Economy; roundTrip; 2014-05-02; 2014-05-06
Ethan; White; ethan.white@travel-sabre.com; LAX; HNL; CZ; 1870; First; roundTrip; 2014-05-13; 2014-05-17
Ethan; White; ethan.white@travel-sabre.com; LHR; MAD; LA; 5486; Business; roundTrip; 2015-01-02; 2015-01-09
Ethan; White; ethan.white@travel-sabre.com; LHR; MAD; LA; 5484; First; roundTrip; 2015-01-14; 2015-01-19
Ethan; White; ethan.white@travel-sabre.com; GRU; CWB; AA; 7763; Premium Economy; oneWay; 2015-01-26; 
Ethan; White; ethan.white@travel-sabre.com; CWB; GRU; AA; 3677; Premium Economy; oneWay; 2015-01-29; 
Ethan; White; ethan.white@travel-sabre.com; ATL; STL; DL; 1423; Business; roundTrip; 2015-02-06; 2015-02-09
Ethan; White; ethan.white@travel-sabre.com; JNB; CPT; SA; 367; First; roundTrip; 2015-02-18; 2015-02-25
Ethan; White; ethan.white@travel-sabre.com; ATL; PHL; AM; 5800; Premium Economy; oneWay; 2015-03-02; 
Ethan; White; ethan.white@travel-sabre.com; PHL; ATL; AM; 0085; Premium Economy; oneWay; 2015-03-10; 
Ethan; White; ethan.white@travel-sabre.com; PEK; SYD; NZ; 3883; First; oneWay; 2015-03-15; 
Ethan; White; ethan.white@travel-sabre.com; SYD; PEK; NZ; 3883; First; oneWay; 2015-03-18; 
Ethan; White; ethan.white@travel-sabre.com; MEL; SYD; VA; 853; First; roundTrip; 2015-03-26; 2015-04-01
Ethan; White; ethan.white@travel-sabre.com; MEL; SYD; JQ; 502; Premium Economy; oneWay; 2015-04-08; 
Ethan; White; ethan.white@travel-sabre.com; SYD; MEL; JQ; 205; Premium Economy; oneWay; 2015-04-12; 
Ethan; White; ethan.white@travel-sabre.com; LHR; CDG; BA; 338; First; roundTrip; 2015-04-20; 2015-04-24
Ethan; White; ethan.white@travel-sabre.com; MEL; HBA; NZ; 7888; Economy; roundTrip; 2015-05-01; 2015-05-04
Ethan; White; ethan.white@travel-sabre.com; DXB; FCO; QR; 8095; Business; roundTrip; 2015-05-14; 2015-05-22
Ethan; White; ethan.white@travel-sabre.com; GRU; IGU; SA; 7926; Premium Economy; oneWay; 2015-05-25; 
Ethan; White; ethan.white@travel-sabre.com; IGU; GRU; SA; 6297; Premium Economy; oneWay; 2015-05-31; 
Ethan; White; ethan.white@travel-sabre.com; ORD; GSO; UA; 4726; Business; oneWay; 2015-06-07; 
Ethan; White; ethan.white@travel-sabre.com; GSO; ORD; UA; 6274; Business; oneWay; 2015-06-10; 
Ethan; White; ethan.white@travel-sabre.com; MUC; DME; AB; 5902; Premium Economy; roundTrip; 2015-06-18; 2015-06-22
Ethan; White; ethan.white@travel-sabre.com; JNB; ELS; SQ; 6107; Premium Economy; oneWay; 2015-06-30; 
Ethan; White; ethan.white@travel-sabre.com; ELS; JNB; SQ; 7016; Premium Economy; oneWay; 2015-07-04; 
Ethan; White; ethan.white@travel-sabre.com; LHR; MRS; BA; 370; Economy; oneWay; 2015-07-12; 
Ethan; White; ethan.white@travel-sabre.com; MRS; LHR; BA; 073; Economy; oneWay; 2015-07-17; 
Ethan; White; ethan.white@travel-sabre.com; PEK; AUH; CZ; 4732; Premium Economy; oneWay; 2015-07-25; 
Ethan; White; ethan.white@travel-sabre.com; AUH; PEK; CZ; 2374; Premium Economy; oneWay; 2015-07-29; 
Ethan; White; ethan.white@travel-sabre.com; PEK; MXP; CA; 949; First; roundTrip; 2015-08-05; 2015-08-09
Ethan; White; ethan.white@travel-sabre.com; MUC; BCN; EY; 4188; First; roundTrip; 2015-08-18; 2015-08-22
Ethan; White; ethan.white@travel-sabre.com; MUC; LHR; BA; 955; Economy; roundTrip; 2015-08-30; 2015-09-02
Ethan; White; ethan.white@travel-sabre.com; MEL; CBR; EY; 6753; Economy; oneWay; 2015-09-11; 
Ethan; White; ethan.white@travel-sabre.com; CBR; MEL; EY; 3576; Economy; oneWay; 2015-09-14; 
Ethan; White; ethan.white@travel-sabre.com; LAX; YVR; AM; 7334; Business; oneWay; 2015-09-22; 
Ethan; White; ethan.white@travel-sabre.com; YVR; LAX; AM; 4337; Business; oneWay; 2015-09-28; 
Ethan; White; ethan.white@travel-sabre.com; GRU; IGU; JJ; 3723; Business; roundTrip; 2015-10-05; 2015-10-09
Ethan; White; ethan.white@travel-sabre.com; HKG; MEL; AY; 5015; Economy; roundTrip; 2015-10-17; 2015-10-20
Ethan; White; ethan.white@travel-sabre.com; LHR; MAN; IB; 7682; Premium Economy; roundTrip; 2015-10-28; 2015-11-04
Ethan; White; ethan.white@travel-sabre.com; DFW; CUN; AA; 2705; Premium Economy; roundTrip; 2015-11-09; 2015-11-13
Ethan; White; ethan.white@travel-sabre.com; LHR; OSL; AC; 9941; Economy; roundTrip; 2016-01-02; 2016-01-05
Ethan; White; ethan.white@travel-sabre.com; ATL; SEA; WS; 7385; Economy; roundTrip; 2016-01-13; 2016-01-16
Ethan; White; ethan.white@travel-sabre.com; GRU; VIX; BA; 6462; Economy; roundTrip; 2016-01-26; 2016-01-29
Ethan; White; ethan.white@travel-sabre.com; ATL; SFO; DL; 2265; First; oneWay; 2016-02-06; 
Ethan; White; ethan.white@travel-sabre.com; SFO; ATL; DL; 5622; First; oneWay; 2016-02-13; 
Ethan; White; ethan.white@travel-sabre.com; ATL; PBI; KE; 7117; Economy; oneWay; 2016-02-18; 
Ethan; White; ethan.white@travel-sabre.com; PBI; ATL; KE; 7117; Economy; oneWay; 2016-02-21; 
Ethan; White; ethan.white@travel-sabre.com; DXB; LHR; IB; 7629; Business; oneWay; 2016-03-02; 
Ethan; White; ethan.white@travel-sabre.com; LHR; DXB; IB; 9267; Business; oneWay; 2016-03-06; 
Ethan; White; ethan.white@travel-sabre.com; MUC; MXP; LH; 1862; Premium Economy; oneWay; 2016-03-13; 
Ethan; White; ethan.white@travel-sabre.com; MXP; MUC; LH; 2681; Premium Economy; oneWay; 2016-03-16; 
Ethan; White; ethan.white@travel-sabre.com; LAX; SLC; VA; 6722; Premium Economy; roundTrip; 2016-03-25; 2016-03-29
Ethan; White; ethan.white@travel-sabre.com; GRU; GYN; O6; 6290; Business; oneWay; 2016-04-06; 
Ethan; White; ethan.white@travel-sabre.com; GYN; GRU; O6; 0926; Business; oneWay; 2016-04-10; 
Ethan; White; ethan.white@travel-sabre.com; MUC; MAN; UA; 8984; First; roundTrip; 2017-01-01; 2017-01-07
Ethan; White; ethan.white@travel-sabre.com; WAW; VIE; OS; 632; Premium Economy; roundTrip; 2017-01-13; 2017-01-19
Ethan; White; ethan.white@travel-sabre.com; LAX; PHX; NZ; 9712; First; roundTrip; 2017-01-26; 2017-01-29
Ethan; White; ethan.white@travel-sabre.com; ATL; DEN; AM; 5167; Premium Economy; roundTrip; 2017-02-07; 2017-02-11
Ethan; White; ethan.white@travel-sabre.com; ORD; DFW; QR; 4438; Economy; roundTrip; 2017-02-19; 2017-02-22
Ethan; White; ethan.white@travel-sabre.com; ATL; PHX; G3; 8252; First; oneWay; 2017-03-02; 
Ethan; White; ethan.white@travel-sabre.com; PHX; ATL; G3; 2528; First; oneWay; 2017-03-05; 
Ethan; White; ethan.white@travel-sabre.com; MEL; DPS; QR; 257; Economy; oneWay; 2017-03-15; 
Ethan; White; ethan.white@travel-sabre.com; DPS; MEL; QR; 752; Economy; oneWay; 2017-03-20; 
Ethan; White; ethan.white@travel-sabre.com; MEL; CNS; QR; 702; Premium Economy; oneWay; 2017-03-26; 
Ethan; White; ethan.white@travel-sabre.com; CNS; MEL; QR; 207; Premium Economy; oneWay; 2017-03-31; 
Ethan; White; ethan.white@travel-sabre.com; ATL; SEA; DL; 1336; Business; roundTrip; 2017-04-08; 2017-04-12
Ethan; White; ethan.white@travel-sabre.com; LHR; LAS; IB; 4661; Economy; oneWay; 2017-04-20; 
Ethan; White; ethan.white@travel-sabre.com; LAS; LHR; IB; 1664; Economy; oneWay; 2017-04-25; 
Ethan; White; ethan.white@travel-sabre.com; GRU; IGU; AC; 9822; Economy; roundTrip; 2017-05-02; 2017-05-05
Ethan; White; ethan.white@travel-sabre.com; LHR; BWI; BA; 229; Premium Economy; roundTrip; 2017-05-13; 2017-05-16
Ethan; White; ethan.white@travel-sabre.com; ORD; OKC; AA; 3483; First; roundTrip; 2017-05-26; 2017-06-02
Ethan; White; ethan.white@travel-sabre.com; DXB; KWI; EK; 859; Premium Economy; roundTrip; 2017-06-06; 2017-06-12
Ethan; White; ethan.white@travel-sabre.com; MUC; HAM; LH; 2078; Premium Economy; oneWay; 2017-06-18; 
Ethan; White; ethan.white@travel-sabre.com; HAM; MUC; LH; 8702; Premium Economy; oneWay; 2017-06-23; 
Ethan; White; ethan.white@travel-sabre.com; ATL; ORD; DL; 1958; Premium Economy; roundTrip; 2017-07-01; 2017-07-05
Ethan; White; ethan.white@travel-sabre.com; PEK; SYD; NZ; 3883; Economy; oneWay; 2017-07-12; 
Ethan; White; ethan.white@travel-sabre.com; SYD; PEK; NZ; 3883; Economy; oneWay; 2017-07-16; 
Ethan; White; ethan.white@travel-sabre.com; HKG; LHR; BA; 32; Premium Economy; roundTrip; 2017-07-24; 2017-07-27
Ethan; White; ethan.white@travel-sabre.com; LHR; FRA; NH; 6136; Business; roundTrip; 2017-08-06; 2017-08-09
Ethan; White; ethan.white@travel-sabre.com; LHR; LIS; NH; 6731; Premium Economy; roundTrip; 2017-08-18; 2017-08-21
Ethan; White; ethan.white@travel-sabre.com; MEL; ADL; SQ; 6936; Premium Economy; oneWay; 2017-08-30; 
Ethan; White; ethan.white@travel-sabre.com; ADL; MEL; SQ; 6396; Premium Economy; oneWay; 2017-09-05; 
Ethan; White; ethan.white@travel-sabre.com; JNB; MUC; AC; 6871; Economy; roundTrip; 2017-09-11; 2017-09-15
Ethan; White; ethan.white@travel-sabre.com; ATL; MSP; AF; 2595; Premium Economy; oneWay; 2017-09-22; 
Ethan; White; ethan.white@travel-sabre.com; MSP; ATL; AF; 5952; Premium Economy; oneWay; 2017-09-26; 
Ethan; White; ethan.white@travel-sabre.com; DXB; BEY; FZ; 157; Economy; roundTrip; 2017-10-04; 2017-10-07
Ethan; White; ethan.white@travel-sabre.com; ORD; BUF; AS; 4220; Economy; oneWay; 2017-10-16; 
Ethan; White; ethan.white@travel-sabre.com; ORD; SFO; AC; 5339; Business; roundTrip; 2017-10-29; 2017-11-02
Ethan; White; ethan.white@travel-sabre.com; MUC; FRA; SQ; 2049; First; oneWay; 2017-11-10; 
Ethan; White; ethan.white@travel-sabre.com; FRA; MUC; SQ; 9402; First; oneWay; 2017-11-15; 
Ethan; White; ethan.white@travel-sabre.com; ORD; MKE; NH; 7760; Premium Economy; roundTrip; 2017-11-22; 2017-11-28
Ethan; White; ethan.white@travel-sabre.com; LHR; HKG; CX; 250; First; oneWay; 2017-12-04; 
Ethan; White; ethan.white@travel-sabre.com; HKG; LHR; CX; 052; First; oneWay; 2017-12-08; 
Ethan; White; ethan.white@travel-sabre.com; LHR; AUH; NZ; 4290; Economy; oneWay; 2017-12-16; 
Ethan; White; ethan.white@travel-sabre.com; AUH; LHR; NZ; 0924; Economy; oneWay; 2017-12-20; 

Charlotte; Brown; charlotte.brown@travel-sabre.com; ATL; BOS; AM; 4065; Economy; roundTrip; 2014-01-01; 2014-01-04
Charlotte; Brown; charlotte.brown@travel-sabre.com; DFW; SGF; AS; 4174; Economy; roundTrip; 2014-01-13; 2014-01-17
Charlotte; Brown; charlotte.brown@travel-sabre.com; MEL; MQL; EY; 6322; First; roundTrip; 2015-01-02; 2015-01-05
Charlotte; Brown; charlotte.brown@travel-sabre.com; MEL; SYD; QR; 428; Business; roundTrip; 2016-01-02; 2016-01-05
Charlotte; Brown; charlotte.brown@travel-sabre.com; LAX; CUN; AM; 5284; Premium Economy; roundTrip; 2016-01-13; 2016-01-18
Charlotte; Brown; charlotte.brown@travel-sabre.com; MEL; AKL; HX; 3046; Premium Economy; roundTrip; 2016-01-25; 2016-01-31
Charlotte; Brown; charlotte.brown@travel-sabre.com; DFW; CVG; QR; 4742; Economy; roundTrip; 2016-02-07; 2016-02-13
Charlotte; Brown; charlotte.brown@travel-sabre.com; MEL; SYD; QR; 440; First; roundTrip; 2016-02-18; 2016-02-22
Charlotte; Brown; charlotte.brown@travel-sabre.com; DXB; BAH; FZ; 25; Business; roundTrip; 2016-03-02; 2016-03-05
Charlotte; Brown; charlotte.brown@travel-sabre.com; LAX; SFO; NH; 7353; Premium Economy; oneWay; 2016-03-13; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; SFO; LAX; NH; 3537; Premium Economy; oneWay; 2016-03-19; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; GRU; REC; DL; 6955; Business; oneWay; 2016-03-25; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; REC; GRU; DL; 5596; Business; oneWay; 2016-03-30; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; LHR; YYZ; AC; 859; Economy; roundTrip; 2016-04-06; 2016-04-11
Charlotte; Brown; charlotte.brown@travel-sabre.com; ATL; BNA; 9W; 7518; First; roundTrip; 2016-04-18; 2016-04-21
Charlotte; Brown; charlotte.brown@travel-sabre.com; ORD; CLT; AS; 6585; Economy; oneWay; 2016-05-01; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; CLT; ORD; AS; 5856; Economy; oneWay; 2016-05-04; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; DXB; SAW; QR; 8121; Business; roundTrip; 2016-05-13; 2016-05-16
Charlotte; Brown; charlotte.brown@travel-sabre.com; PVG; DLC; CZ; 6526; Economy; roundTrip; 2017-01-02; 2017-01-07
Charlotte; Brown; charlotte.brown@travel-sabre.com; MEL; SYD; BA; 7440; Business; roundTrip; 2017-01-13; 2017-01-16
Charlotte; Brown; charlotte.brown@travel-sabre.com; LHR; ZRH; AA; 6565; Economy; oneWay; 2017-01-25; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; ZRH; LHR; AA; 5656; Economy; oneWay; 2017-01-29; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; HKG; CTU; KA; 820; Business; roundTrip; 2017-02-06; 2017-02-10
Charlotte; Brown; charlotte.brown@travel-sabre.com; ATL; SLC; KL; 5444; Economy; roundTrip; 2017-02-19; 2017-02-24
Charlotte; Brown; charlotte.brown@travel-sabre.com; ATL; BWI; DL; 1425; Business; roundTrip; 2017-03-02; 2017-03-05
Charlotte; Brown; charlotte.brown@travel-sabre.com; LAX; TUS; WS; 7028; Business; roundTrip; 2017-03-14; 2017-03-17
Charlotte; Brown; charlotte.brown@travel-sabre.com; DFW; ORD; NH; 7603; Premium Economy; oneWay; 2017-03-26; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; ORD; DFW; NH; 3067; Premium Economy; oneWay; 2017-04-02; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; ORD; DFW; GF; 4180; First; roundTrip; 2017-04-08; 2017-04-14
Charlotte; Brown; charlotte.brown@travel-sabre.com; LAX; DTW; VA; 6450; Premium Economy; oneWay; 2017-04-20; 
Charlotte; Brown; charlotte.brown@travel-sabre.com; DTW; LAX; VA; 0546; Premium Economy; oneWay; 2017-04-27; 

Sophia; Smith; sophia.smith@travel-sabre.com; HKG; MNL; CX; 905; Business; oneWay; 2005-01-03; 
Sophia; Smith; sophia.smith@travel-sabre.com; MNL; HKG; CX; 509; Business; oneWay; 2005-01-13; 
Sophia; Smith; sophia.smith@travel-sabre.com; DFW; IAH; BA; 4886; Business; oneWay; 2005-03-11; 
Sophia; Smith; sophia.smith@travel-sabre.com; IAH; DFW; BA; 6884; Business; oneWay; 2005-03-22; 
Sophia; Smith; sophia.smith@travel-sabre.com; LAX; OMA; AA; 6009; Business; roundTrip; 2005-05-04; 2005-05-20
Sophia; Smith; sophia.smith@travel-sabre.com; ORD; SFO; NH; 7241; First; oneWay; 2005-07-01; 
Sophia; Smith; sophia.smith@travel-sabre.com; SFO; ORD; NH; 1427; First; oneWay; 2005-07-06; 
Sophia; Smith; sophia.smith@travel-sabre.com; LAX; SFO; NH; 7353; Economy; roundTrip; 2006-01-09; 2006-01-14
Sophia; Smith; sophia.smith@travel-sabre.com; MEL; SYD; JQ; 526; Premium Economy; roundTrip; 2006-03-10; 2006-03-21
Sophia; Smith; sophia.smith@travel-sabre.com; ATL; PHL; AM; 4216; Premium Economy; oneWay; 2007-01-01; 
Sophia; Smith; sophia.smith@travel-sabre.com; PHL; ATL; AM; 6124; Premium Economy; oneWay; 2007-01-09; 
Sophia; Smith; sophia.smith@travel-sabre.com; DFW; AUS; AS; 6232; Economy; oneWay; 2007-03-06; 
Sophia; Smith; sophia.smith@travel-sabre.com; AUS; DFW; AS; 2326; Economy; oneWay; 2007-03-15; 
Sophia; Smith; sophia.smith@travel-sabre.com; GRU; REC; TP; 5590; Premium Economy; roundTrip; 2007-05-12; 2007-06-15
Sophia; Smith; sophia.smith@travel-sabre.com; MUC; ORD; UA; 8855; Economy; oneWay; 2008-01-10; 
Sophia; Smith; sophia.smith@travel-sabre.com; ORD; MUC; UA; 5588; Economy; oneWay; 2008-01-16; 
Sophia; Smith; sophia.smith@travel-sabre.com; GRU; SCL; LA; 753; First; roundTrip; 2008-03-05; 2008-03-14
Sophia; Smith; sophia.smith@travel-sabre.com; JNB; ADD; SA; 7200; Business; oneWay; 2008-05-10; 
Sophia; Smith; sophia.smith@travel-sabre.com; ADD; JNB; SA; 0027; Business; oneWay; 2008-05-19; 
Sophia; Smith; sophia.smith@travel-sabre.com; DFW; MKE; AA; 1534; Economy; roundTrip; 2008-07-01; 2008-07-10
Sophia; Smith; sophia.smith@travel-sabre.com; LHR; CPH; CX; 7193; Premium Economy; oneWay; 2008-09-03; 
Sophia; Smith; sophia.smith@travel-sabre.com; CPH; LHR; CX; 3917; Premium Economy; oneWay; 2008-09-07; 
Sophia; Smith; sophia.smith@travel-sabre.com; PEK; CDG; CA; 875; Economy; roundTrip; 2009-01-02; 2009-01-22
Sophia; Smith; sophia.smith@travel-sabre.com; ATL; MIA; KE; 7091; Economy; oneWay; 2009-03-11; 
Sophia; Smith; sophia.smith@travel-sabre.com; MIA; ATL; KE; 1907; Economy; oneWay; 2009-03-19; 
Sophia; Smith; sophia.smith@travel-sabre.com; DXB; MCT; FZ; 45; First; oneWay; 2009-05-10; 
Sophia; Smith; sophia.smith@travel-sabre.com; MCT; DXB; FZ; 54; First; oneWay; 2009-05-18; 
Sophia; Smith; sophia.smith@travel-sabre.com; MEL; BNE; EY; 6683; Business; roundTrip; 2009-07-02; 2009-07-07
Sophia; Smith; sophia.smith@travel-sabre.com; LHR; IAH; AY; 5497; Business; roundTrip; 2009-08-31; 2009-09-05
Sophia; Smith; sophia.smith@travel-sabre.com; MEL; BNE; DL; 7296; Business; oneWay; 2010-01-07; 
Sophia; Smith; sophia.smith@travel-sabre.com; BNE; MEL; DL; 6927; Business; oneWay; 2010-01-24; 
Sophia; Smith; sophia.smith@travel-sabre.com; DXB; LHR; EI; 8808; Premium Economy; roundTrip; 2010-03-11; 2010-03-14
Sophia; Smith; sophia.smith@travel-sabre.com; ATL; DFW; AA; 1607; First; oneWay; 2011-01-06; 
Sophia; Smith; sophia.smith@travel-sabre.com; DFW; ATL; AA; 7061; First; oneWay; 2011-01-10; 
Sophia; Smith; sophia.smith@travel-sabre.com; LHR; IAD; AY; 5533; Business; roundTrip; 2011-03-11; 2011-03-16
Sophia; Smith; sophia.smith@travel-sabre.com; HKG; CAN; CX; 5782; Premium Economy; oneWay; 2011-05-05; 
Sophia; Smith; sophia.smith@travel-sabre.com; CAN; HKG; CX; 2875; Premium Economy; oneWay; 2011-05-13; 
Sophia; Smith; sophia.smith@travel-sabre.com; ATL; DFW; AA; 1607; First; oneWay; 2011-07-01; 
Sophia; Smith; sophia.smith@travel-sabre.com; DFW; ATL; AA; 7061; First; oneWay; 2011-07-27; 
